first_name,fname,FName,given_name,frst_name,name_first,FirstName,First_Nm,given_nm,fn,last_name,lname,LastName,surname,family_name,lastnme,lst_name,sn,family_nm,customer_id,cust_id,client_id,user_id,account_id,id_customer,custid,ClientID,usr_id,acnt_id,customer_no,cust_no,email,email_address,e_mail,mail_addr,emial,contact_email,email_id,mail,primary_email,phone_number,mobile,tel,phone_no,contact_phone,phn,mobile_number,cell,telephone,created_date,registration_date,signup_date,create_dt,reg_date,date_created,created_on,join_date,address,street_address,addr,location,home_address,street_addr,addrs,status,account_status,user_status,stat,acc_status,amount,total_amount,amt,payment_amount,bill_amt,value,price,notes,description,comment,temp_col,extra_field
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,62736,62736,62736,62736,62736,62736,62736,62736,62736,62736,62736,62736,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,555-3560,555-3560,555-3560,555-3560,555-3560,555-3560,555-3560,555-3560,555-3560,2023-06-11,2023-06-11,2023-06-11,2023-06-11,2023-06-11,2023-06-11,2023-06-11,2023-06-11,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,4737.278808528883,4737.278808528883,4737.278808528883,4737.278808528883,4737.278808528883,4737.278808528883,4737.278808528883,Note B,Desc 2,Comment Y,10,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,78866,78866,78866,78866,78866,78866,78866,78866,78866,78866,78866,78866,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,555-6415,555-6415,555-6415,555-6415,555-6415,555-6415,555-6415,555-6415,555-6415,2023-06-12,2023-06-12,2023-06-12,2023-06-12,2023-06-12,2023-06-12,2023-06-12,2023-06-12,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,3130.2702544675994,3130.2702544675994,3130.2702544675994,3130.2702544675994,3130.2702544675994,3130.2702544675994,3130.2702544675994,Note A,Desc 2,Comment X,80,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,29087,29087,29087,29087,29087,29087,29087,29087,29087,29087,29087,29087,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,grace.smith@example.com,555-4391,555-4391,555-4391,555-4391,555-4391,555-4391,555-4391,555-4391,555-4391,2023-06-13,2023-06-13,2023-06-13,2023-06-13,2023-06-13,2023-06-13,2023-06-13,2023-06-13,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,active,3919.279402448657,3919.279402448657,3919.279402448657,3919.279402448657,3919.279402448657,3919.279402448657,3919.279402448657,Note B,Desc 1,Comment Y,16,X
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,51430,51430,51430,51430,51430,51430,51430,51430,51430,51430,51430,51430,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,555-6951,555-6951,555-6951,555-6951,555-6951,555-6951,555-6951,555-6951,555-6951,2023-06-14,2023-06-14,2023-06-14,2023-06-14,2023-06-14,2023-06-14,2023-06-14,2023-06-14,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,active,3065.167349546978,3065.167349546978,3065.167349546978,3065.167349546978,3065.167349546978,3065.167349546978,3065.167349546978,Note B,Desc 1,Comment X,54,Y
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,34504,34504,34504,34504,34504,34504,34504,34504,34504,34504,34504,34504,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,555-6468,555-6468,555-6468,555-6468,555-6468,555-6468,555-6468,555-6468,555-6468,2023-06-15,2023-06-15,2023-06-15,2023-06-15,2023-06-15,2023-06-15,2023-06-15,2023-06-15,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,suspended,suspended,suspended,suspended,suspended,2427.1482533944627,2427.1482533944627,2427.1482533944627,2427.1482533944627,2427.1482533944627,2427.1482533944627,2427.1482533944627,Note A,Desc 1,Comment Y,95,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,17114,17114,17114,17114,17114,17114,17114,17114,17114,17114,17114,17114,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,555-9007,555-9007,555-9007,555-9007,555-9007,555-9007,555-9007,555-9007,555-9007,2023-06-16,2023-06-16,2023-06-16,2023-06-16,2023-06-16,2023-06-16,2023-06-16,2023-06-16,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,3307.492390313261,3307.492390313261,3307.492390313261,3307.492390313261,3307.492390313261,3307.492390313261,3307.492390313261,Note A,Desc 1,Comment Y,89,X
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,88859,88859,88859,88859,88859,88859,88859,88859,88859,88859,88859,88859,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,555-7413,555-7413,555-7413,555-7413,555-7413,555-7413,555-7413,555-7413,555-7413,2023-06-17,2023-06-17,2023-06-17,2023-06-17,2023-06-17,2023-06-17,2023-06-17,2023-06-17,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,suspended,suspended,suspended,suspended,suspended,2769.477248433873,2769.477248433873,2769.477248433873,2769.477248433873,2769.477248433873,2769.477248433873,2769.477248433873,Note A,Desc 2,Comment X,77,Y
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,20975,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,555-7941,555-7941,555-7941,555-7941,555-7941,555-7941,555-7941,555-7941,555-7941,2023-06-18,2023-06-18,2023-06-18,2023-06-18,2023-06-18,2023-06-18,2023-06-18,2023-06-18,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,2991.404554533331,2991.404554533331,2991.404554533331,2991.404554533331,2991.404554533331,2991.404554533331,2991.404554533331,Note B,Desc 1,Comment Y,70,X
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,21023,21023,21023,21023,21023,21023,21023,21023,21023,21023,21023,21023,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,grace.johnson@example.com,555-5820,555-5820,555-5820,555-5820,555-5820,555-5820,555-5820,555-5820,555-5820,2023-06-19,2023-06-19,2023-06-19,2023-06-19,2023-06-19,2023-06-19,2023-06-19,2023-06-19,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,inactive,3921.324441560121,3921.324441560121,3921.324441560121,3921.324441560121,3921.324441560121,3921.324441560121,3921.324441560121,Note A,Desc 2,Comment Y,44,X
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,31447,31447,31447,31447,31447,31447,31447,31447,31447,31447,31447,31447,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,555-3898,555-3898,555-3898,555-3898,555-3898,555-3898,555-3898,555-3898,555-3898,2023-06-20,2023-06-20,2023-06-20,2023-06-20,2023-06-20,2023-06-20,2023-06-20,2023-06-20,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,active,2409.7101189304344,2409.7101189304344,2409.7101189304344,2409.7101189304344,2409.7101189304344,2409.7101189304344,2409.7101189304344,Note B,Desc 1,Comment X,73,Y
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,33959,33959,33959,33959,33959,33959,33959,33959,33959,33959,33959,33959,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,555-8546,555-8546,555-8546,555-8546,555-8546,555-8546,555-8546,555-8546,555-8546,2023-06-21,2023-06-21,2023-06-21,2023-06-21,2023-06-21,2023-06-21,2023-06-21,2023-06-21,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,active,213.36298940143908,213.36298940143908,213.36298940143908,213.36298940143908,213.36298940143908,213.36298940143908,213.36298940143908,Note B,Desc 2,Comment Y,45,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,76203,76203,76203,76203,76203,76203,76203,76203,76203,76203,76203,76203,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,555-1077,555-1077,555-1077,555-1077,555-1077,555-1077,555-1077,555-1077,555-1077,2023-06-22,2023-06-22,2023-06-22,2023-06-22,2023-06-22,2023-06-22,2023-06-22,2023-06-22,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,active,828.3574101375912,828.3574101375912,828.3574101375912,828.3574101375912,828.3574101375912,828.3574101375912,828.3574101375912,Note B,Desc 2,Comment Y,56,X
David,David,David,David,David,David,David,David,David,David,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,39703,39703,39703,39703,39703,39703,39703,39703,39703,39703,39703,39703,david.johnson@example.com,david.johnson@example.com,david.johnson@example.com,david.johnson@example.com,david.johnson@example.com,david.johnson@example.com,david.johnson@example.com,david.johnson@example.com,david.johnson@example.com,555-8577,555-8577,555-8577,555-8577,555-8577,555-8577,555-8577,555-8577,555-8577,2023-06-23,2023-06-23,2023-06-23,2023-06-23,2023-06-23,2023-06-23,2023-06-23,2023-06-23,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,2198.6500102827963,2198.6500102827963,2198.6500102827963,2198.6500102827963,2198.6500102827963,2198.6500102827963,2198.6500102827963,Note B,Desc 2,Comment Y,84,Y
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,19337,19337,19337,19337,19337,19337,19337,19337,19337,19337,19337,19337,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,555-5227,555-5227,555-5227,555-5227,555-5227,555-5227,555-5227,555-5227,555-5227,2023-06-24,2023-06-24,2023-06-24,2023-06-24,2023-06-24,2023-06-24,2023-06-24,2023-06-24,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,3626.884533771551,3626.884533771551,3626.884533771551,3626.884533771551,3626.884533771551,3626.884533771551,3626.884533771551,Note B,Desc 2,Comment X,82,Y
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,56427,56427,56427,56427,56427,56427,56427,56427,56427,56427,56427,56427,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,555-1600,555-1600,555-1600,555-1600,555-1600,555-1600,555-1600,555-1600,555-1600,2023-06-25,2023-06-25,2023-06-25,2023-06-25,2023-06-25,2023-06-25,2023-06-25,2023-06-25,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,inactive,inactive,inactive,inactive,inactive,2970.460455067792,2970.460455067792,2970.460455067792,2970.460455067792,2970.460455067792,2970.460455067792,2970.460455067792,Note B,Desc 2,Comment X,57,X
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,71529,71529,71529,71529,71529,71529,71529,71529,71529,71529,71529,71529,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,grace.lee@example.com,555-2065,555-2065,555-2065,555-2065,555-2065,555-2065,555-2065,555-2065,555-2065,2023-06-26,2023-06-26,2023-06-26,2023-06-26,2023-06-26,2023-06-26,2023-06-26,2023-06-26,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,pending,3254.967987508535,3254.967987508535,3254.967987508535,3254.967987508535,3254.967987508535,3254.967987508535,3254.967987508535,Note B,Desc 2,Comment Y,21,X
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,94665,94665,94665,94665,94665,94665,94665,94665,94665,94665,94665,94665,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,555-3136,555-3136,555-3136,555-3136,555-3136,555-3136,555-3136,555-3136,555-3136,2023-06-27,2023-06-27,2023-06-27,2023-06-27,2023-06-27,2023-06-27,2023-06-27,2023-06-27,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,2401.6018535956737,2401.6018535956737,2401.6018535956737,2401.6018535956737,2401.6018535956737,2401.6018535956737,2401.6018535956737,Note A,Desc 1,Comment X,68,Y
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,41921,41921,41921,41921,41921,41921,41921,41921,41921,41921,41921,41921,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,555-7943,555-7943,555-7943,555-7943,555-7943,555-7943,555-7943,555-7943,555-7943,2023-06-28,2023-06-28,2023-06-28,2023-06-28,2023-06-28,2023-06-28,2023-06-28,2023-06-28,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,3082.5526894917916,3082.5526894917916,3082.5526894917916,3082.5526894917916,3082.5526894917916,3082.5526894917916,3082.5526894917916,Note A,Desc 2,Comment Y,50,X
David,David,David,David,David,David,David,David,David,David,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,43307,43307,43307,43307,43307,43307,43307,43307,43307,43307,43307,43307,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,555-8804,555-8804,555-8804,555-8804,555-8804,555-8804,555-8804,555-8804,555-8804,2023-06-29,2023-06-29,2023-06-29,2023-06-29,2023-06-29,2023-06-29,2023-06-29,2023-06-29,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,inactive,1651.7970146951643,1651.7970146951643,1651.7970146951643,1651.7970146951643,1651.7970146951643,1651.7970146951643,1651.7970146951643,Note B,Desc 1,Comment Y,33,X
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,37355,37355,37355,37355,37355,37355,37355,37355,37355,37355,37355,37355,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,555-7565,555-7565,555-7565,555-7565,555-7565,555-7565,555-7565,555-7565,555-7565,2023-06-30,2023-06-30,2023-06-30,2023-06-30,2023-06-30,2023-06-30,2023-06-30,2023-06-30,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,2356.2111375563586,2356.2111375563586,2356.2111375563586,2356.2111375563586,2356.2111375563586,2356.2111375563586,2356.2111375563586,Note B,Desc 1,Comment Y,91,X
David,David,David,David,David,David,David,David,David,David,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,14835,14835,14835,14835,14835,14835,14835,14835,14835,14835,14835,14835,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,555-6984,555-6984,555-6984,555-6984,555-6984,555-6984,555-6984,555-6984,555-6984,2023-07-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,3723.9525373188285,3723.9525373188285,3723.9525373188285,3723.9525373188285,3723.9525373188285,3723.9525373188285,3723.9525373188285,Note A,Desc 2,Comment Y,7,X
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,30159,30159,30159,30159,30159,30159,30159,30159,30159,30159,30159,30159,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,555-6142,555-6142,555-6142,555-6142,555-6142,555-6142,555-6142,555-6142,555-6142,2023-07-02,2023-07-02,2023-07-02,2023-07-02,2023-07-02,2023-07-02,2023-07-02,2023-07-02,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,inactive,4360.445567075874,4360.445567075874,4360.445567075874,4360.445567075874,4360.445567075874,4360.445567075874,4360.445567075874,Note B,Desc 1,Comment Y,70,X
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,57605,57605,57605,57605,57605,57605,57605,57605,57605,57605,57605,57605,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,555-5670,555-5670,555-5670,555-5670,555-5670,555-5670,555-5670,555-5670,555-5670,2023-07-03,2023-07-03,2023-07-03,2023-07-03,2023-07-03,2023-07-03,2023-07-03,2023-07-03,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,2173.9401164423807,2173.9401164423807,2173.9401164423807,2173.9401164423807,2173.9401164423807,2173.9401164423807,2173.9401164423807,Note A,Desc 2,Comment X,15,X
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,48088,48088,48088,48088,48088,48088,48088,48088,48088,48088,48088,48088,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,555-3190,555-3190,555-3190,555-3190,555-3190,555-3190,555-3190,555-3190,555-3190,2023-07-04,2023-07-04,2023-07-04,2023-07-04,2023-07-04,2023-07-04,2023-07-04,2023-07-04,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,inactive,227.87167195973234,227.87167195973234,227.87167195973234,227.87167195973234,227.87167195973234,227.87167195973234,227.87167195973234,Note A,Desc 1,Comment Y,82,X
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,88752,88752,88752,88752,88752,88752,88752,88752,88752,88752,88752,88752,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,555-3712,555-3712,555-3712,555-3712,555-3712,555-3712,555-3712,555-3712,555-3712,2023-07-05,2023-07-05,2023-07-05,2023-07-05,2023-07-05,2023-07-05,2023-07-05,2023-07-05,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,active,816.7459952925452,816.7459952925452,816.7459952925452,816.7459952925452,816.7459952925452,816.7459952925452,816.7459952925452,Note A,Desc 2,Comment X,32,Y
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,65284,65284,65284,65284,65284,65284,65284,65284,65284,65284,65284,65284,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,555-3192,555-3192,555-3192,555-3192,555-3192,555-3192,555-3192,555-3192,555-3192,2023-07-06,2023-07-06,2023-07-06,2023-07-06,2023-07-06,2023-07-06,2023-07-06,2023-07-06,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,pending,pending,pending,pending,pending,114.09708506477511,114.09708506477511,114.09708506477511,114.09708506477511,114.09708506477511,114.09708506477511,114.09708506477511,Note B,Desc 1,Comment X,75,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,67043,67043,67043,67043,67043,67043,67043,67043,67043,67043,67043,67043,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,555-2248,555-2248,555-2248,555-2248,555-2248,555-2248,555-2248,555-2248,555-2248,2023-07-07,2023-07-07,2023-07-07,2023-07-07,2023-07-07,2023-07-07,2023-07-07,2023-07-07,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,suspended,suspended,suspended,suspended,suspended,3269.782465994277,3269.782465994277,3269.782465994277,3269.782465994277,3269.782465994277,3269.782465994277,3269.782465994277,Note B,Desc 2,Comment Y,20,Y
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,45547,45547,45547,45547,45547,45547,45547,45547,45547,45547,45547,45547,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,555-5033,555-5033,555-5033,555-5033,555-5033,555-5033,555-5033,555-5033,555-5033,2023-07-08,2023-07-08,2023-07-08,2023-07-08,2023-07-08,2023-07-08,2023-07-08,2023-07-08,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,1668.2499805219934,1668.2499805219934,1668.2499805219934,1668.2499805219934,1668.2499805219934,1668.2499805219934,1668.2499805219934,Note A,Desc 2,Comment Y,88,Y
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,92844,92844,92844,92844,92844,92844,92844,92844,92844,92844,92844,92844,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,555-2997,555-2997,555-2997,555-2997,555-2997,555-2997,555-2997,555-2997,555-2997,2023-07-09,2023-07-09,2023-07-09,2023-07-09,2023-07-09,2023-07-09,2023-07-09,2023-07-09,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,pending,pending,pending,pending,pending,2716.968392239644,2716.968392239644,2716.968392239644,2716.968392239644,2716.968392239644,2716.968392239644,2716.968392239644,Note A,Desc 2,Comment X,15,Y
