first_name,fname,FName,given_name,frst_name,name_first,FirstName,last_name,surname,family_name,lname,lastnme,customer_id,cust_id,client_id,user_id,account_id,id_customer,custid,email,email_address,e_mail,mail_addr,emial,contact_email,phone_number,mobile,tel,phone_no,contact_phone,phn,mobile_number,created_date,registration_date,signup_date,create_dt,reg_date,date_created,address,street_address,addr,location,home_address,status,account_status,user_status,stat,amount,total_amount,amt,payment_amount,bill_amt,unique_col1,description,notes
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Smith,Lee,Johnson,Johnson,Smith,1606,1606,1606,1606,1606,1606,1606,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-5491,555-5491,555-5491,555-5491,555-5491,555-5491,555-5491,2024-04-05,2024-04-05,2024-04-05,2024-04-05,2024-04-05,2024-04-05,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,599.4311671468433,599.4311671468433,599.4311671468433,599.4311671468433,599.4311671468433,4,Note B,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Smith,Smith,Smith,Johnson,4170,4170,4170,4170,4170,4170,4170,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-8192,555-8192,555-8192,555-8192,555-8192,555-8192,555-8192,2024-04-06,2024-04-06,2024-04-06,2024-04-06,2024-04-06,2024-04-06,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,76.4057126145432,76.4057126145432,76.4057126145432,76.4057126145432,76.4057126145432,3,Note A,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Smith,Johnson,Smith,Johnson,1699,1699,1699,1699,1699,1699,1699,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-6588,555-6588,555-6588,555-6588,555-6588,555-6588,555-6588,2024-04-07,2024-04-07,2024-04-07,2024-04-07,2024-04-07,2024-04-07,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,752.460865695186,752.460865695186,752.460865695186,752.460865695186,752.460865695186,3,Note B,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Smith,Johnson,Lee,Lee,6088,6088,6088,6088,6088,6088,6088,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-8651,555-8651,555-8651,555-8651,555-8651,555-8651,555-8651,2024-04-08,2024-04-08,2024-04-08,2024-04-08,2024-04-08,2024-04-08,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,217.8065371646299,217.8065371646299,217.8065371646299,217.8065371646299,217.8065371646299,9,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Johnson,Smith,Lee,Johnson,1190,1190,1190,1190,1190,1190,1190,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-4636,555-4636,555-4636,555-4636,555-4636,555-4636,555-4636,2024-04-09,2024-04-09,2024-04-09,2024-04-09,2024-04-09,2024-04-09,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,899.0737465463067,899.0737465463067,899.0737465463067,899.0737465463067,899.0737465463067,6,Note A,Note A
David,David,David,David,David,David,David,Johnson,Lee,Johnson,Johnson,Smith,1980,1980,1980,1980,1980,1980,1980,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-2167,555-2167,555-2167,555-2167,555-2167,555-2167,555-2167,2024-04-10,2024-04-10,2024-04-10,2024-04-10,2024-04-10,2024-04-10,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,213.08824407718708,213.08824407718708,213.08824407718708,213.08824407718708,213.08824407718708,9,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Smith,Smith,Smith,Smith,3975,3975,3975,3975,3975,3975,3975,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-2062,555-2062,555-2062,555-2062,555-2062,555-2062,555-2062,2024-04-11,2024-04-11,2024-04-11,2024-04-11,2024-04-11,2024-04-11,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,198.7808434570299,198.7808434570299,198.7808434570299,198.7808434570299,198.7808434570299,5,Note B,Note B
David,David,David,David,David,David,David,Johnson,Lee,Smith,Smith,Johnson,7102,7102,7102,7102,7102,7102,7102,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-3156,555-3156,555-3156,555-3156,555-3156,555-3156,555-3156,2024-04-12,2024-04-12,2024-04-12,2024-04-12,2024-04-12,2024-04-12,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,46.18417116961393,46.18417116961393,46.18417116961393,46.18417116961393,46.18417116961393,2,Note B,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Lee,Smith,Lee,Lee,2184,2184,2184,2184,2184,2184,2184,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-8860,555-8860,555-8860,555-8860,555-8860,555-8860,555-8860,2024-04-13,2024-04-13,2024-04-13,2024-04-13,2024-04-13,2024-04-13,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,477.34627565889923,477.34627565889923,477.34627565889923,477.34627565889923,477.34627565889923,8,Note A,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Smith,Smith,Smith,Lee,4327,4327,4327,4327,4327,4327,4327,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-6161,555-6161,555-6161,555-6161,555-6161,555-6161,555-6161,2024-04-14,2024-04-14,2024-04-14,2024-04-14,2024-04-14,2024-04-14,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,569.1927219299903,569.1927219299903,569.1927219299903,569.1927219299903,569.1927219299903,5,Note A,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Smith,Johnson,Smith,Smith,4394,4394,4394,4394,4394,4394,4394,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-6305,555-6305,555-6305,555-6305,555-6305,555-6305,555-6305,2024-04-15,2024-04-15,2024-04-15,2024-04-15,2024-04-15,2024-04-15,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,75.05155303406885,75.05155303406885,75.05155303406885,75.05155303406885,75.05155303406885,2,Note B,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Smith,Lee,Smith,Smith,Lee,9319,9319,9319,9319,9319,9319,9319,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-7541,555-7541,555-7541,555-7541,555-7541,555-7541,555-7541,2024-04-16,2024-04-16,2024-04-16,2024-04-16,2024-04-16,2024-04-16,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,777.7723405280605,777.7723405280605,777.7723405280605,777.7723405280605,777.7723405280605,4,Note A,Note B
David,David,David,David,David,David,David,Lee,Smith,Smith,Lee,Johnson,2816,2816,2816,2816,2816,2816,2816,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-5729,555-5729,555-5729,555-5729,555-5729,555-5729,555-5729,2024-04-17,2024-04-17,2024-04-17,2024-04-17,2024-04-17,2024-04-17,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,458.7559464005473,458.7559464005473,458.7559464005473,458.7559464005473,458.7559464005473,9,Note B,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Smith,Johnson,Johnson,Johnson,6854,6854,6854,6854,6854,6854,6854,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-8330,555-8330,555-8330,555-8330,555-8330,555-8330,555-8330,2024-04-18,2024-04-18,2024-04-18,2024-04-18,2024-04-18,2024-04-18,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,529.1463666343043,529.1463666343043,529.1463666343043,529.1463666343043,529.1463666343043,4,Note B,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Lee,Smith,Johnson,Johnson,Smith,7709,7709,7709,7709,7709,7709,7709,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-6334,555-6334,555-6334,555-6334,555-6334,555-6334,555-6334,2024-04-19,2024-04-19,2024-04-19,2024-04-19,2024-04-19,2024-04-19,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,446.3551194688459,446.3551194688459,446.3551194688459,446.3551194688459,446.3551194688459,4,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Johnson,Lee,Smith,Johnson,1569,1569,1569,1569,1569,1569,1569,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-9924,555-9924,555-9924,555-9924,555-9924,555-9924,555-9924,2024-04-20,2024-04-20,2024-04-20,2024-04-20,2024-04-20,2024-04-20,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,406.7554302665727,406.7554302665727,406.7554302665727,406.7554302665727,406.7554302665727,2,Note B,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Smith,Lee,Johnson,Johnson,Smith,6442,6442,6442,6442,6442,6442,6442,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-5330,555-5330,555-5330,555-5330,555-5330,555-5330,555-5330,2024-04-21,2024-04-21,2024-04-21,2024-04-21,2024-04-21,2024-04-21,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,564.0439279951357,564.0439279951357,564.0439279951357,564.0439279951357,564.0439279951357,6,Note B,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Johnson,Lee,Johnson,Lee,Johnson,2895,2895,2895,2895,2895,2895,2895,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-9010,555-9010,555-9010,555-9010,555-9010,555-9010,555-9010,2024-04-22,2024-04-22,2024-04-22,2024-04-22,2024-04-22,2024-04-22,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,163.6878434714054,163.6878434714054,163.6878434714054,163.6878434714054,163.6878434714054,2,Note A,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Lee,Johnson,Lee,Lee,Smith,3733,3733,3733,3733,3733,3733,3733,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-7801,555-7801,555-7801,555-7801,555-7801,555-7801,555-7801,2024-04-23,2024-04-23,2024-04-23,2024-04-23,2024-04-23,2024-04-23,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,190.1088491903184,190.1088491903184,190.1088491903184,190.1088491903184,190.1088491903184,7,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Lee,Johnson,Johnson,Lee,4863,4863,4863,4863,4863,4863,4863,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-5846,555-5846,555-5846,555-5846,555-5846,555-5846,555-5846,2024-04-24,2024-04-24,2024-04-24,2024-04-24,2024-04-24,2024-04-24,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,863.1677648033822,863.1677648033822,863.1677648033822,863.1677648033822,863.1677648033822,3,Note A,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Smith,Johnson,Johnson,Johnson,8455,8455,8455,8455,8455,8455,8455,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-7731,555-7731,555-7731,555-7731,555-7731,555-7731,555-7731,2024-04-25,2024-04-25,2024-04-25,2024-04-25,2024-04-25,2024-04-25,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,946.6543075122964,946.6543075122964,946.6543075122964,946.6543075122964,946.6543075122964,3,Note A,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Lee,Johnson,Smith,Johnson,5014,5014,5014,5014,5014,5014,5014,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-8241,555-8241,555-8241,555-8241,555-8241,555-8241,555-8241,2024-04-26,2024-04-26,2024-04-26,2024-04-26,2024-04-26,2024-04-26,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,379.5762231169554,379.5762231169554,379.5762231169554,379.5762231169554,379.5762231169554,5,Note B,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Smith,Johnson,Johnson,Smith,2686,2686,2686,2686,2686,2686,2686,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-1953,555-1953,555-1953,555-1953,555-1953,555-1953,555-1953,2024-04-27,2024-04-27,2024-04-27,2024-04-27,2024-04-27,2024-04-27,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,278.03722641211823,278.03722641211823,278.03722641211823,278.03722641211823,278.03722641211823,3,Note B,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Johnson,Lee,Smith,Smith,4009,4009,4009,4009,4009,4009,4009,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-3539,555-3539,555-3539,555-3539,555-3539,555-3539,555-3539,2024-04-28,2024-04-28,2024-04-28,2024-04-28,2024-04-28,2024-04-28,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,647.5595478066256,647.5595478066256,647.5595478066256,647.5595478066256,647.5595478066256,2,Note A,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Smith,Johnson,Smith,Johnson,8806,8806,8806,8806,8806,8806,8806,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-8056,555-8056,555-8056,555-8056,555-8056,555-8056,555-8056,2024-04-29,2024-04-29,2024-04-29,2024-04-29,2024-04-29,2024-04-29,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,414.6468293871154,414.6468293871154,414.6468293871154,414.6468293871154,414.6468293871154,9,Note A,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Lee,Johnson,Lee,Smith,1154,1154,1154,1154,1154,1154,1154,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-2542,555-2542,555-2542,555-2542,555-2542,555-2542,555-2542,2024-04-30,2024-04-30,2024-04-30,2024-04-30,2024-04-30,2024-04-30,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,35.13249210374141,35.13249210374141,35.13249210374141,35.13249210374141,35.13249210374141,2,Note A,Note B
David,David,David,David,David,David,David,Smith,Lee,Lee,Lee,Johnson,2409,2409,2409,2409,2409,2409,2409,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-6293,555-6293,555-6293,555-6293,555-6293,555-6293,555-6293,2024-05-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,164.59107139252845,164.59107139252845,164.59107139252845,164.59107139252845,164.59107139252845,2,Note B,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Johnson,Lee,Smith,Lee,Lee,1784,1784,1784,1784,1784,1784,1784,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-2191,555-2191,555-2191,555-2191,555-2191,555-2191,555-2191,2024-05-02,2024-05-02,2024-05-02,2024-05-02,2024-05-02,2024-05-02,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,718.8125065589236,718.8125065589236,718.8125065589236,718.8125065589236,718.8125065589236,8,Note A,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Lee,Johnson,Lee,Lee,Smith,9096,9096,9096,9096,9096,9096,9096,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-7313,555-7313,555-7313,555-7313,555-7313,555-7313,555-7313,2024-05-03,2024-05-03,2024-05-03,2024-05-03,2024-05-03,2024-05-03,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,662.3347024910498,662.3347024910498,662.3347024910498,662.3347024910498,662.3347024910498,9,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Johnson,Smith,Johnson,Johnson,8560,8560,8560,8560,8560,8560,8560,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-7938,555-7938,555-7938,555-7938,555-7938,555-7938,555-7938,2024-05-04,2024-05-04,2024-05-04,2024-05-04,2024-05-04,2024-05-04,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,36.825032578448656,36.825032578448656,36.825032578448656,36.825032578448656,36.825032578448656,7,Note B,Note B
David,David,David,David,David,David,David,Smith,Lee,Lee,Lee,Lee,8343,8343,8343,8343,8343,8343,8343,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-3681,555-3681,555-3681,555-3681,555-3681,555-3681,555-3681,2024-05-05,2024-05-05,2024-05-05,2024-05-05,2024-05-05,2024-05-05,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,229.75244031361996,229.75244031361996,229.75244031361996,229.75244031361996,229.75244031361996,3,Note B,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Johnson,Smith,Lee,Johnson,Lee,8206,8206,8206,8206,8206,8206,8206,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-2540,555-2540,555-2540,555-2540,555-2540,555-2540,555-2540,2024-05-06,2024-05-06,2024-05-06,2024-05-06,2024-05-06,2024-05-06,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,238.76404862219067,238.76404862219067,238.76404862219067,238.76404862219067,238.76404862219067,9,Note A,Note B
David,David,David,David,David,David,David,Lee,Johnson,Johnson,Lee,Johnson,6596,6596,6596,6596,6596,6596,6596,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-7172,555-7172,555-7172,555-7172,555-7172,555-7172,555-7172,2024-05-07,2024-05-07,2024-05-07,2024-05-07,2024-05-07,2024-05-07,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,675.1738161627411,675.1738161627411,675.1738161627411,675.1738161627411,675.1738161627411,3,Note B,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Lee,Smith,Johnson,Smith,6801,6801,6801,6801,6801,6801,6801,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-6541,555-6541,555-6541,555-6541,555-6541,555-6541,555-6541,2024-05-08,2024-05-08,2024-05-08,2024-05-08,2024-05-08,2024-05-08,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,29.513432376820514,29.513432376820514,29.513432376820514,29.513432376820514,29.513432376820514,5,Note B,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Lee,Johnson,Smith,Johnson,3806,3806,3806,3806,3806,3806,3806,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-2365,555-2365,555-2365,555-2365,555-2365,555-2365,555-2365,2024-05-09,2024-05-09,2024-05-09,2024-05-09,2024-05-09,2024-05-09,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,113.06749616472811,113.06749616472811,113.06749616472811,113.06749616472811,113.06749616472811,9,Note B,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Johnson,Smith,Johnson,Lee,1537,1537,1537,1537,1537,1537,1537,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-9691,555-9691,555-9691,555-9691,555-9691,555-9691,555-9691,2024-05-10,2024-05-10,2024-05-10,2024-05-10,2024-05-10,2024-05-10,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,801.9169245194574,801.9169245194574,801.9169245194574,801.9169245194574,801.9169245194574,3,Note B,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Johnson,Lee,Johnson,Johnson,6986,6986,6986,6986,6986,6986,6986,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-9702,555-9702,555-9702,555-9702,555-9702,555-9702,555-9702,2024-05-11,2024-05-11,2024-05-11,2024-05-11,2024-05-11,2024-05-11,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,186.75921543379027,186.75921543379027,186.75921543379027,186.75921543379027,186.75921543379027,7,Note B,Note A
David,David,David,David,David,David,David,Lee,Johnson,Lee,Lee,Smith,2841,2841,2841,2841,2841,2841,2841,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-8494,555-8494,555-8494,555-8494,555-8494,555-8494,555-8494,2024-05-12,2024-05-12,2024-05-12,2024-05-12,2024-05-12,2024-05-12,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,656.218646773356,656.218646773356,656.218646773356,656.218646773356,656.218646773356,1,Note A,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Smith,Smith,Johnson,Lee,9716,9716,9716,9716,9716,9716,9716,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-5312,555-5312,555-5312,555-5312,555-5312,555-5312,555-5312,2024-05-13,2024-05-13,2024-05-13,2024-05-13,2024-05-13,2024-05-13,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,245.80095323625926,245.80095323625926,245.80095323625926,245.80095323625926,245.80095323625926,4,Note B,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Lee,Smith,Johnson,Smith,Johnson,7971,7971,7971,7971,7971,7971,7971,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-2324,555-2324,555-2324,555-2324,555-2324,555-2324,555-2324,2024-05-14,2024-05-14,2024-05-14,2024-05-14,2024-05-14,2024-05-14,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,108.44697883175171,108.44697883175171,108.44697883175171,108.44697883175171,108.44697883175171,4,Note B,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Smith,Lee,Johnson,Smith,Smith,6625,6625,6625,6625,6625,6625,6625,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-4141,555-4141,555-4141,555-4141,555-4141,555-4141,555-4141,2024-05-15,2024-05-15,2024-05-15,2024-05-15,2024-05-15,2024-05-15,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,250.74046908945954,250.74046908945954,250.74046908945954,250.74046908945954,250.74046908945954,7,Note A,Note B
David,David,David,David,David,David,David,Smith,Johnson,Johnson,Lee,Lee,3950,3950,3950,3950,3950,3950,3950,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-8419,555-8419,555-8419,555-8419,555-8419,555-8419,555-8419,2024-05-16,2024-05-16,2024-05-16,2024-05-16,2024-05-16,2024-05-16,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,725.0442625371026,725.0442625371026,725.0442625371026,725.0442625371026,725.0442625371026,8,Note B,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Smith,Johnson,Smith,Smith,8992,8992,8992,8992,8992,8992,8992,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-4486,555-4486,555-4486,555-4486,555-4486,555-4486,555-4486,2024-05-17,2024-05-17,2024-05-17,2024-05-17,2024-05-17,2024-05-17,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,857.1395034252229,857.1395034252229,857.1395034252229,857.1395034252229,857.1395034252229,1,Note A,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Johnson,Lee,Johnson,Lee,5780,5780,5780,5780,5780,5780,5780,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-2810,555-2810,555-2810,555-2810,555-2810,555-2810,555-2810,2024-05-18,2024-05-18,2024-05-18,2024-05-18,2024-05-18,2024-05-18,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,831.9176659213217,831.9176659213217,831.9176659213217,831.9176659213217,831.9176659213217,5,Note B,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Lee,Lee,Smith,Johnson,3368,3368,3368,3368,3368,3368,3368,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-7588,555-7588,555-7588,555-7588,555-7588,555-7588,555-7588,2024-05-19,2024-05-19,2024-05-19,2024-05-19,2024-05-19,2024-05-19,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,403.21169432227026,403.21169432227026,403.21169432227026,403.21169432227026,403.21169432227026,7,Note A,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Smith,Lee,Lee,Smith,7655,7655,7655,7655,7655,7655,7655,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-3923,555-3923,555-3923,555-3923,555-3923,555-3923,555-3923,2024-05-20,2024-05-20,2024-05-20,2024-05-20,2024-05-20,2024-05-20,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,671.4042852049397,671.4042852049397,671.4042852049397,671.4042852049397,671.4042852049397,4,Note A,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Smith,Lee,Johnson,Lee,9173,9173,9173,9173,9173,9173,9173,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-6301,555-6301,555-6301,555-6301,555-6301,555-6301,555-6301,2024-05-21,2024-05-21,2024-05-21,2024-05-21,2024-05-21,2024-05-21,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,212.93445246166277,212.93445246166277,212.93445246166277,212.93445246166277,212.93445246166277,4,Note B,Note A
